title,url,description,category,difficulty,rating,provider,resource_type,skills,field_tags,search_text
CUDA Advanced Libraries,https://www.coursera.org/learn/cuda-advanced-libraries?specialization=gpu-programming,"This course will complete the GPU specialization, focusing on the leading libraries distributed as part of the CUDA Toolkit. Students will learn how to use CuFFT, and linear algebra libraries to perform complex mathematical computations. The Thrust library’s capabilities in representing common data structures and associated algorithms will be introduced. Using cuDNN and cuTensor they will be able to develop machine learning applications that help with object detection, human language translation and image classification.",Computer Science,Unknown,,Coursera,Course,"Data Science, Artificial Neural Network, Machine Learning, C++, Linear Algebra","Computer Science, Software Engineering, Information Technology",cuda advanced libraries this course will complete the gpu specialization focusing on the leading libraries distributed as part of the cuda toolkit. students will learn how to use cufft and linear algebra libraries to perform complex mathematical computations. the thrust library s capabilities in representing common data structures and associated algorithms will be introduced. using cudnn and cutensor they will be able to develop machine learning applications that help with object detection human language translation and image classification. computer science unknown coursera course data science artificial neural network machine learning c++ linear algebra computer science software engineering information technology
CUDA at Scale for the Enterprise,https://www.coursera.org/learn/cuda-at-scale-for-the-enterprise?specialization=gpu-programming,"This course will aid in students in learning in concepts that scale the use of GPUs and the CPUs that manage their use beyond the most common consumer-grade GPU installations. They will learn how to manage asynchronous workflows, sending and receiving events to encapsulate data transfers and control signals. Also, students will walk through application of GPUs to sorting of data and processing images, implementing their own software using these techniques and libraries.",Computer Science,Unknown,,Coursera,Course,"Cuda, Algorithms, C/C++, GPU, Nvidia","Computer Science, Software Engineering, Information Technology",cuda at scale for the enterprise this course will aid in students in learning in concepts that scale the use of gpus and the cpus that manage their use beyond the most common consumer-grade gpu installations. they will learn how to manage asynchronous workflows sending and receiving events to encapsulate data transfers and control signals. also students will walk through application of gpus to sorting of data and processing images implementing their own software using these techniques and libraries. computer science unknown coursera course cuda algorithms c c++ gpu nvidia computer science software engineering information technology
Culminating Project in Health Informatics,https://www.coursera.org/learn/culminating-project-course-in-health-informatics?specialization=health-informatics,"This capstone course in the Health Informatics Specialization will allow learners to create a comprehensive plan for an informatics intervention of their choosing, and that will demonstrate to current or future employers the new skills obtained through the completion of this series of five courses in Health Informatics.",Health,Unknown,4.8,Coursera,Course,,"Health Sciences, Medicine, Nursing",culminating project in health informatics this capstone course in the health informatics specialization will allow learners to create a comprehensive plan for an informatics intervention of their choosing and that will demonstrate to current or future employers the new skills obtained through the completion of this series of five courses in health informatics. health unknown coursera course health sciences medicine nursing
Cultural intelligence: Become a global citizen,https://www.coursera.org/learn/cultural-intelligence?specialization=adapting-career-development,"We now live in a truly global, interconnected world in which every manager requires a high level of cultural intelligence. In a diverse work environment, a successful leader must understand the cultural backgrounds, beliefs and attitudes of the people around them – or run the risk of failing to achieve the organisation’s goals. This course, via structured learning activities (video lectures, quizzes, discussion prompts, industry interviews and written assessments), will teach you that those with high ‘cultural intelligence’ – are good at spotting cultural differences and adapt their behaviour accordingly. You’ll develop cultural intelligence and sensitivity – key future-focused capabilities required of every leader.",Business,Unknown,4.7,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",cultural intelligence become a global citizen we now live in a truly global interconnected world in which every manager requires a high level of cultural intelligence. in a diverse work environment a successful leader must understand the cultural backgrounds beliefs and attitudes of the people around them or run the risk of failing to achieve the organisation s goals. this course via structured learning activities video lectures quizzes discussion prompts industry interviews and written assessments will teach you that those with high cultural intelligence are good at spotting cultural differences and adapt their behaviour accordingly. you ll develop cultural intelligence and sensitivity key future-focused capabilities required of every leader. business unknown coursera course business management marketing entrepreneurship
Culture-Driven Team Building Capstone,https://www.coursera.org/learn/team-building-capstone?specialization=team-building,"In this capstone project class, you analyze a real-world case provided by N2Growth, a global firm that helps clients create a culture of leadership through practice areas like strategy, cultural transformation and organizational design. Based on the N2Growth case, you are expected to identify and diagnose organizational issues, select a senior leader and make recommendations in a culminating PowerPoint or Prezi presentation.",Business,Unknown,4.8,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",culture-driven team building capstone in this capstone project class you analyze a real-world case provided by n2growth a global firm that helps clients create a culture of leadership through practice areas like strategy cultural transformation and organizational design. based on the n2growth case you are expected to identify and diagnose organizational issues select a senior leader and make recommendations in a culminating powerpoint or prezi presentation. business unknown coursera course business management marketing entrepreneurship
Culture-Driven Team Building Specialization,https://www.coursera.org/specializations/team-building,"Culture-Driven Team Building. Master strategies and tools that will enable you to more effectively form, join, and lead teams",Business,Unknown,4.6,Coursera,Specialization,"Team dynamics, Team Building, Collaboration, Intercultural Communication, Organizational Anthropology, Cultural Learning, Leadership, Organizational Culture, Emotional Intelligence, Team Management","Business, Management, Marketing, Entrepreneurship",culture-driven team building specialization culture-driven team building. master strategies and tools that will enable you to more effectively form join and lead teams business unknown coursera specialization team dynamics team building collaboration intercultural communication organizational anthropology cultural learning leadership organizational culture emotional intelligence team management business management marketing entrepreneurship
Current Gen 3D Game Prop Production,https://www.coursera.org/learn/3d-game-prop-production?specialization=art-for-games,"In this course you will learn to create a photo-real game prop using modern game art production techniques. You will gather reference, generate a base model, create a high polygon model, bake details onto a low poly model, and then texture and present a final portfolio piece. This course is aimed at students who have some knowledge in 3d and game art and would like to learn more advanced techniques employed in the creation of modern game assets. We will be using Maya, Zbrush, Marmoset, and Substance Painter extensively throughout the course. When you are finished you will have your own model based of of a real-world prop suitable for use in modern game engines.",Arts & Humanities,Unknown,4.8,Coursera,Course,,"Arts & Humanities, Creative Arts",current gen 3d game prop production in this course you will learn to create a photo-real game prop using modern game art production techniques. you will gather reference generate a base model create a high polygon model bake details onto a low poly model and then texture and present a final portfolio piece. this course is aimed at students who have some knowledge in 3d and game art and would like to learn more advanced techniques employed in the creation of modern game assets. we will be using maya zbrush marmoset and substance painter extensively throughout the course. when you are finished you will have your own model based of of a real-world prop suitable for use in modern game engines. arts & humanities unknown coursera course arts & humanities creative arts
Curso Completo de Power BI Desktop,https://www.coursera.org/projects/curso-completo-power-bi,Conocer el funcionamiento de Power BI Desktop,Data Science,Unknown,4.4,Coursera,Project,,"Data Science, Computer Science, Mathematics, Statistics",curso completo de power bi desktop conocer el funcionamiento de power bi desktop data science unknown coursera project data science computer science mathematics statistics
Custom and Distributed Training with TensorFlow,https://www.coursera.org/learn/custom-distributed-training-with-tensorflow?specialization=tensorflow-advanced-techniques,"In this course, you will:",Data Science,Unknown,4.8,Coursera,Course,"Distribution Strategies, Custom Training Loops, Basic Tensor Functionality, GradientTape for Optimization","Data Science, Computer Science, Mathematics, Statistics",custom and distributed training with tensorflow in this course you will data science unknown coursera course distribution strategies custom training loops basic tensor functionality gradienttape for optimization data science computer science mathematics statistics
"Custom Models, Layers, and Loss Functions with TensorFlow",https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow,"In this course, you will:",Data Science,Unknown,4.9,Coursera,Course,"Functional API, Custom Layers, Custom and Exotic Models with Functional API, Custom Loss Functions","Data Science, Computer Science, Mathematics, Statistics",custom models layers and loss functions with tensorflow in this course you will data science unknown coursera course functional api custom layers custom and exotic models with functional api custom loss functions data science computer science mathematics statistics
Customer Analytics,https://www.coursera.org/learn/wharton-customer-analytics,"Data about our browsing and buying patterns are everywhere. From credit card transactions and online shopping carts, to customer loyalty programs and user-generated ratings/reviews, there is a staggering amount of data that can be used to describe our past buying behaviors, predict future ones, and prescribe new ways to influence future purchasing decisions. In this course, four of Wharton’s top marketing professors will provide an overview of key areas of customer analytics: descriptive analytics, predictive analytics, prescriptive analytics, and their application to real-world business practices including Amazon, Google, and Starbucks to name a few. This course provides an overview of the field of analytics so that you can make informed business decisions. It is an introduction to the theory of customer analytics, and is not intended to prepare learners to perform customer analytics.",Business,Unknown,4.6,Coursera,Course,"Predictive Analytics, Customer Analytics, Regression Analysis, Marketing Performance Measurement And Management","Business, Management, Marketing, Entrepreneurship",customer analytics data about our browsing and buying patterns are everywhere. from credit card transactions and online shopping carts to customer loyalty programs and user-generated ratings reviews there is a staggering amount of data that can be used to describe our past buying behaviors predict future ones and prescribe new ways to influence future purchasing decisions. in this course four of wharton s top marketing professors will provide an overview of key areas of customer analytics descriptive analytics predictive analytics prescriptive analytics and their application to real-world business practices including amazon google and starbucks to name a few. this course provides an overview of the field of analytics so that you can make informed business decisions. it is an introduction to the theory of customer analytics and is not intended to prepare learners to perform customer analytics. business unknown coursera course predictive analytics customer analytics regression analysis marketing performance measurement and management business management marketing entrepreneurship
Customer Service Fundamentals,https://www.coursera.org/learn/customer-service-fundamentals,"There are a growing number of exciting, well-paying jobs in today’s tech industry that do not require a traditional college degree, an one of the hottest areas with high demand is in IT customer service and support. Customer Service is a perfect entry point to start your career in IT, with a multitude of job openings ranging from onsite or remote help desk work to customer care or client support. We can help you get there with the Customer Service Fundamentals course.",Information Technology,Unknown,4.8,Coursera,Course,"Process Management, Communication, Problem Solving, IT Customer Support","Information Technology, Computer Science, Cybersecurity",customer service fundamentals there are a growing number of exciting well-paying jobs in today s tech industry that do not require a traditional college degree an one of the hottest areas with high demand is in it customer service and support. customer service is a perfect entry point to start your career in it with a multitude of job openings ranging from onsite or remote help desk work to customer care or client support. we can help you get there with the customer service fundamentals course. information technology unknown coursera course process management communication problem solving it customer support information technology computer science cybersecurity
Customer Value in Pricing Strategy,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-customer-value?specialization=uva-darden-bcg-pricing-strategy,"The traditional approach to pricing based on costs works to pay the bills, but it leaves revenue on the table. You can, in fact, price your products in a way that increases sales--if you know what your customers are willing to pay and can leverage psychology to create better deal and discount plans. In this course, we'll show you how to price a product based on how your customers value it and the psychology behind their purchase decisions. Developed at the Darden School of Business at the University of Virginia, and led by top-ranked Darden faculty and Boston Consulting Group global pricing experts, this course provides an in-depth understanding of value-based pricing and how to use it to capture more revenue.",Business,Unknown,4.8,Coursera,Course,"Customer Willingness to Pay, Pricing Strategies, Customer Value-based Pricing, Measuring Customer Preferences, Customer Psychology","Business, Management, Marketing, Entrepreneurship",customer value in pricing strategy the traditional approach to pricing based on costs works to pay the bills but it leaves revenue on the table. you can in fact price your products in a way that increases sales--if you know what your customers are willing to pay and can leverage psychology to create better deal and discount plans. in this course we ll show you how to price a product based on how your customers value it and the psychology behind their purchase decisions. developed at the darden school of business at the university of virginia and led by top-ranked darden faculty and boston consulting group global pricing experts this course provides an in-depth understanding of value-based pricing and how to use it to capture more revenue. business unknown coursera course customer willingness to pay pricing strategies customer value-based pricing measuring customer preferences customer psychology business management marketing entrepreneurship
Customer-Centric IT Strategy,https://www.coursera.org/learn/uva-darden-customer-centric-it-strategy?specialization=leading-modern-day-business,"Now more than ever, corporations are investing heavily in IT. The quality of these investments affect the daily work of millions, yet it’s not uncommon to see industry surveys where the failure rates for IT projects is over 50%. It’s possible to do better and it’s possible to do so consistently. In this two-week course, we’ll step through major challenges within corporate IT and how to address them with the disciplined use of design thinking, Lean Startup, and agile as a team framework.",Business,Unknown,4.6,Coursera,Course,,"Business, Management, Marketing, Entrepreneurship",customer-centric it strategy now more than ever corporations are investing heavily in it. the quality of these investments affect the daily work of millions yet it s not uncommon to see industry surveys where the failure rates for it projects is over 50 . it s possible to do better and it s possible to do so consistently. in this two-week course we ll step through major challenges within corporate it and how to address them with the disciplined use of design thinking lean startup and agile as a team framework. business unknown coursera course business management marketing entrepreneurship
Customising your models with TensorFlow 2,https://www.coursera.org/learn/customising-models-tensorflow2?specialization=tensorflow2-deeplearning,Welcome to this course on Customising your models with TensorFlow 2!,Data Science,Unknown,4.8,Coursera,Course,"Tensorflow, Deep Learning, keras","Data Science, Computer Science, Mathematics, Statistics",customising your models with tensorflow 2 welcome to this course on customising your models with tensorflow 2 data science unknown coursera course tensorflow deep learning keras data science computer science mathematics statistics
Cyber Attack Countermeasures,https://www.coursera.org/learn/cyber-attack-countermeasures?specialization=intro-cyber-security,"This course introduces the basics of cyber defense starting with foundational models such as Bell-LaPadula and information flow frameworks. These underlying policy enforcements mechanisms help introduce basic functional protections, starting with authentication methods. Learners will be introduced to a series of different authentication solutions and protocols, including RSA SecureID and Kerberos, in the context of a canonical schema.",Computer Science,Unknown,4.8,Coursera,Course,"Cybersecurity, Cryptography, Public-Key Cryptography","Computer Science, Software Engineering, Information Technology",cyber attack countermeasures this course introduces the basics of cyber defense starting with foundational models such as bell-lapadula and information flow frameworks. these underlying policy enforcements mechanisms help introduce basic functional protections starting with authentication methods. learners will be introduced to a series of different authentication solutions and protocols including rsa secureid and kerberos in the context of a canonical schema. computer science unknown coursera course cybersecurity cryptography public-key cryptography computer science software engineering information technology
Cyber Security Fundamentals,https://www.coursera.org/learn/cyber-security-fundamentals,"This course is intended to provide a general introduction to key concepts in cyber security. It is aimed at anyone with a good general knowledge of information and communications technology. The nature, scope and importance of cyber security are explained, and key concepts are justified and explored. This includes examining the types of threat that cyber security must address, as well as the range of mechanisms, both technological and procedural, that can be deployed.",Computer Science,Unknown,4.8,Coursera,Course,,"Computer Science, Software Engineering, Information Technology",cyber security fundamentals this course is intended to provide a general introduction to key concepts in cyber security. it is aimed at anyone with a good general knowledge of information and communications technology. the nature scope and importance of cyber security are explained and key concepts are justified and explored. this includes examining the types of threat that cyber security must address as well as the range of mechanisms both technological and procedural that can be deployed. computer science unknown coursera course computer science software engineering information technology
Cyber Security in Manufacturing,https://www.coursera.org/learn/cyber-security-manufacturing?specialization=digital-manufacturing-design-technology,"The nature of digital manufacturing and design (DM&D), and its heavy reliance on creating a digital thread of product and process data and information, makes it a prime target for hackers and counterfeiters. This course will introduce students to why creating a strong and secure infrastructure should be of paramount concern for anyone operating in the DM&D domain, and measures that can be employed to protect operational technologies, systems and resources.",Physical Science & Engineering,Unknown,4.7,Coursera,Course,,"Engineering, Physical Sciences",cyber security in manufacturing the nature of digital manufacturing and design dm&d and its heavy reliance on creating a digital thread of product and process data and information makes it a prime target for hackers and counterfeiters. this course will introduce students to why creating a strong and secure infrastructure should be of paramount concern for anyone operating in the dm&d domain and measures that can be employed to protect operational technologies systems and resources. physical science & engineering unknown coursera course engineering physical sciences
Cyber Threat Intelligence,https://www.coursera.org/learn/ibm-cyber-threat-intelligence,This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.,Information Technology,Unknown,4.7,Coursera,Course,"Application Security, threat intelligence, network defensive tactics, security analyst, Cybersecurity","Information Technology, Computer Science, Cybersecurity",cyber threat intelligence this course gives you the background needed to gain cybersecurity skills as part of the cybersecurity security analyst professional certificate program. information technology unknown coursera course application security threat intelligence network defensive tactics security analyst cybersecurity information technology computer science cybersecurity
Cybersecurity Attack and Defense Fundamentals Specialization,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,"Learn Ethical Hacking, Network Defense & Forensics. Master foundational skills to pursue a cybersecurity career and help build and maintain a secure infrastructure.",Computer Science,Unknown,4.6,Coursera,Specialization,"Cyberattacks, Network Defense, Digital Forensics, Cybersecurity, Ethical Hacking, Ethica Hacking, Network Security, Computer Forensics","Computer Science, Software Engineering, Information Technology",cybersecurity attack and defense fundamentals specialization learn ethical hacking network defense & forensics. master foundational skills to pursue a cybersecurity career and help build and maintain a secure infrastructure. computer science unknown coursera specialization cyberattacks network defense digital forensics cybersecurity ethical hacking ethica hacking network security computer forensics computer science software engineering information technology
Cybersecurity Capstone Project,https://www.coursera.org/learn/cyber-security-capstone?specialization=cyber-security,"This course presents an intensive experience during which students build a software system they intend to be secure, and then attempt to show that other students' projects are insecure, by finding flaws in them.",Computer Science,Unknown,4.2,Coursera,Course,,"Computer Science, Software Engineering, Information Technology",cybersecurity capstone project this course presents an intensive experience during which students build a software system they intend to be secure and then attempt to show that other students projects are insecure by finding flaws in them. computer science unknown coursera course computer science software engineering information technology
Cybersecurity Capstone: Breach Response Case Studies,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies?specialization=security-analyst-fundamentals,This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.,Information Technology,Unknown,4.8,Coursera,Course,"security analyst, Cybersecurity, cyber attack, Computer Security Incident Management, Breach (Security Exploit)","Information Technology, Computer Science, Cybersecurity",cybersecurity capstone breach response case studies this course gives you the background needed to gain cybersecurity skills as part of the cybersecurity security analyst professional certificate program. information technology unknown coursera course security analyst cybersecurity cyber attack computer security incident management breach security exploit information technology computer science cybersecurity
Cybersecurity Compliance Framework & System Administration,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration,This course gives you the background needed to understand the key cybersecurity compliance and industry standards. This knowledge will be important for you to learn no matter what cybersecurity role you would like to acquire or have within an organization.,Information Technology,Unknown,4.7,Coursera,Course,,"Information Technology, Computer Science, Cybersecurity",cybersecurity compliance framework & system administration this course gives you the background needed to understand the key cybersecurity compliance and industry standards. this knowledge will be important for you to learn no matter what cybersecurity role you would like to acquire or have within an organization. information technology unknown coursera course information technology computer science cybersecurity
Cybersecurity for Data Science,https://www.coursera.org/learn/cybersecurity-for-data-science?specialization=vital-skills-for-data-science,"This course aims to help anyone interested in data science understand the cybersecurity risks and the tools/techniques that can be used to mitigate those risks. We will cover the distinctions between confidentiality, integrity, and availability, introduce learners to relevant cybersecurity tools and techniques including cryptographic tools, software resources, and policies that will be essential to data science. We will explore key tools and techniques for authentication and access control so producers, curators, and users of data can help ensure the security and privacy of the data.",Information Technology,Unknown,3.9,Coursera,Course,"Communication, Risk Analysis, Problem Solving","Information Technology, Computer Science, Cybersecurity",cybersecurity for data science this course aims to help anyone interested in data science understand the cybersecurity risks and the tools techniques that can be used to mitigate those risks. we will cover the distinctions between confidentiality integrity and availability introduce learners to relevant cybersecurity tools and techniques including cryptographic tools software resources and policies that will be essential to data science. we will explore key tools and techniques for authentication and access control so producers curators and users of data can help ensure the security and privacy of the data. information technology unknown coursera course communication risk analysis problem solving information technology computer science cybersecurity
Cybersecurity for Everyone,https://www.coursera.org/learn/cybersecurity-for-everyone,"Cybersecurity affects everyone, including in the delivery of basic products and services. If you or your organization want to better understand how to address your cybersecurity, this is the course for you and your colleagues to take -- from seasoned professionals to your non-technical colleagues.",Computer Science,Unknown,4.7,Coursera,Course,,"Computer Science, Software Engineering, Information Technology",cybersecurity for everyone cybersecurity affects everyone including in the delivery of basic products and services. if you or your organization want to better understand how to address your cybersecurity this is the course for you and your colleagues to take -- from seasoned professionals to your non-technical colleagues. computer science unknown coursera course computer science software engineering information technology
"Cybersecurity Roles, Processes & Operating System Security",https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security,This course gives you the background needed to understand basic Cybersecurity around people. process and technology. You will learn:,Information Technology,Unknown,4.6,Coursera,Course,,"Information Technology, Computer Science, Cybersecurity",cybersecurity roles processes & operating system security this course gives you the background needed to understand basic cybersecurity around people. process and technology. you will learn information technology unknown coursera course information technology computer science cybersecurity
Cybersecurity Specialization,https://www.coursera.org/specializations/cyber-security,Cybersecurity Fundamentals. Construction of Secure Systems,Computer Science,Unknown,4.6,Coursera,Specialization,"Software Testing, Cryptography, Usability, Penetration Test, Cybersecurity, Privacy, User Interface, Fuzz Testing, Buffer Overflow, Sql Injection, Number Theory, Public-Key Cryptography","Computer Science, Software Engineering, Information Technology",cybersecurity specialization cybersecurity fundamentals. construction of secure systems computer science unknown coursera specialization software testing cryptography usability penetration test cybersecurity privacy user interface fuzz testing buffer overflow sql injection number theory public-key cryptography computer science software engineering information technology
Cómputo evolutivo,https://www.coursera.org/learn/computo-evolutivo?specialization=inteligencia-artificial,"La computación evolutiva (evolutionary computation, EC), aplica la teoría de la evolución natural y la genética en la adaptación evolutiva de estructuras computacionales, proporcionando un medio alternativo para atacar problemas complejos en diversas áreas, como la ingeniería, economía, química, medicina y, porque no, las artes. Una población de posibles soluciones de un problema dado es análoga a una población de organismos vivos que evolucionan cada generación, al recombinar los mejores individuos de la población y transmitir sus características de dichos individuos padres, a sus descendientes. En este campo, diferentes esquemas de métodos evolutivos se han desarrollado, los cuales difieren en el tipo de estructuras que conforman la población.",Computer Science,Unknown,3.9,Coursera,Course,,"Computer Science, Software Engineering, Information Technology",cómputo evolutivo la computación evolutiva evolutionary computation ec aplica la teoría de la evolución natural y la genética en la adaptación evolutiva de estructuras computacionales proporcionando un medio alternativo para atacar problemas complejos en diversas áreas como la ingeniería economía química medicina y porque no las artes. una población de posibles soluciones de un problema dado es análoga a una población de organismos vivos que evolucionan cada generación al recombinar los mejores individuos de la población y transmitir sus características de dichos individuos padres a sus descendientes. en este campo diferentes esquemas de métodos evolutivos se han desarrollado los cuales difieren en el tipo de estructuras que conforman la población. computer science unknown coursera course computer science software engineering information technology
Data Analysis and Presentation Skills: the PwC Approach Final Project,https://www.coursera.org/learn/data-analysis-project-pwc?specialization=pwc-analytics,"In this Capstone Project, you'll bring together all the new skills and insights you've learned through the four courses. You'll be given a 'mock' client problem and a data set. You'll need to analyze the data to gain business insights, research the client's domain area, and create recommendations. You'll then need to visualize the data in a client-facing presentation. You'll bring it all together in a recorded video presentation.",Data Science,Unknown,4.7,Coursera,Course,,"Data Science, Computer Science, Mathematics, Statistics",data analysis and presentation skills the pwc approach final project in this capstone project you ll bring together all the new skills and insights you ve learned through the four courses. you ll be given a mock client problem and a data set. you ll need to analyze the data to gain business insights research the client s domain area and create recommendations. you ll then need to visualize the data in a client-facing presentation. you ll bring it all together in a recorded video presentation. data science unknown coursera course data science computer science mathematics statistics
Data Analysis and Presentation Skills: the PwC Approach Specialization,https://www.coursera.org/specializations/pwc-analytics,"Make Smarter Business Decisions With Data Analysis. Understand data, apply data analytics tools and create effective business intelligence presentations",Business,Unknown,4.7,Coursera,Specialization,"Data Analysis, Microsoft Excel, Data Visualization (DataViz), Presentation, Data-Informed Decision-Making, Big Data, Pivot Table, Data Cleansing, Dashboard (Business), Data Virtualization, Communication, Presentation Design","Business, Management, Marketing, Entrepreneurship",data analysis and presentation skills the pwc approach specialization make smarter business decisions with data analysis. understand data apply data analytics tools and create effective business intelligence presentations business unknown coursera specialization data analysis microsoft excel data visualization dataviz presentation data-informed decision-making big data pivot table data cleansing dashboard business data virtualization communication presentation design business management marketing entrepreneurship
Data Analysis and Visualization Foundations Specialization,https://www.coursera.org/specializations/data-analysis-visualization-foundations,"Get ahead w/ Data Analysis & Visualization skills. Enhance your career by learning to analyze data using Excel spreadsheets, and create stunning visualizations and interactive dashboards with Cognos.",Data Science,Unknown,4.8,Coursera,Specialization,"Data Science, Spreadsheet, Microsoft Excel, Data Analysis, Data Visualization (DataViz), Pivot Table, IBM Cognos Analytics, Dashboard","Data Science, Computer Science, Mathematics, Statistics",data analysis and visualization foundations specialization get ahead w data analysis & visualization skills. enhance your career by learning to analyze data using excel spreadsheets and create stunning visualizations and interactive dashboards with cognos. data science unknown coursera specialization data science spreadsheet microsoft excel data analysis data visualization dataviz pivot table ibm cognos analytics dashboard data science computer science mathematics statistics
Data Analysis Using Python,https://www.coursera.org/learn/data-analysis-python?specialization=programming-python-java,"This course provides an introduction to basic data science techniques using Python. Students are introduced to core concepts like Data Frames and joining data, and learn how to use data analysis libraries like pandas, numpy, and matplotlib. This course provides an overview of loading, inspecting, and querying real-world data, and how to answer basic questions about that data. Students will gain skills in data aggregation and summarization, as well as basic data visualization.",Data Science,Unknown,4.6,Coursera,Course,"Data Science, Python Libraries, Python Programming, Data Analysis, Data Visualization (DataViz)","Data Science, Computer Science, Mathematics, Statistics",data analysis using python this course provides an introduction to basic data science techniques using python. students are introduced to core concepts like data frames and joining data and learn how to use data analysis libraries like pandas numpy and matplotlib. this course provides an overview of loading inspecting and querying real-world data and how to answer basic questions about that data. students will gain skills in data aggregation and summarization as well as basic data visualization. data science unknown coursera course data science python libraries python programming data analysis data visualization dataviz data science computer science mathematics statistics
Data Analysis with R,https://www.coursera.org/learn/data-analysis-with-r?specialization=applied-data-science-r,"The R programming language is purpose-built for data analysis. R is the key that opens the door between the problems that you want to solve with data and the answers you need to meet your objectives. This course starts with a question and then walks you through the process of answering it through data. You will first learn important techniques for preparing (or wrangling) your data for analysis. You will then learn how to gain a better understanding of your data through exploratory data analysis, helping you to summarize your data and identify relevant relationships between variables that can lead to insights. Once your data is ready to analyze, you will learn how to develop your model and evaluate and tune its performance. By following this process, you can be sure that your data analysis performs to the standards that you have set, and you can have confidence in the results.",Data Science,Unknown,4.7,Coursera,Course,"Data Science, Statistical Analysis, R Programming, Data Analysis, Data Visualization (DataViz)","Data Science, Computer Science, Mathematics, Statistics",data analysis with r the r programming language is purpose-built for data analysis. r is the key that opens the door between the problems that you want to solve with data and the answers you need to meet your objectives. this course starts with a question and then walks you through the process of answering it through data. you will first learn important techniques for preparing or wrangling your data for analysis. you will then learn how to gain a better understanding of your data through exploratory data analysis helping you to summarize your data and identify relevant relationships between variables that can lead to insights. once your data is ready to analyze you will learn how to develop your model and evaluate and tune its performance. by following this process you can be sure that your data analysis performs to the standards that you have set and you can have confidence in the results. data science unknown coursera course data science statistical analysis r programming data analysis data visualization dataviz data science computer science mathematics statistics
Data Analysis with R Programming,https://www.coursera.org/learn/data-analysis-r,"This course is the seventh course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. In this course, you’ll learn about the programming language known as R. You’ll find out how to use RStudio, the environment that allows you to work with R. This course will also cover the software applications and tools that are unique to R, such as R packages. You’ll discover how R lets you clean, organize, analyze, visualize, and report data in new and more powerful ways. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Science,Unknown,4.8,Coursera,Course,"R Programming, Data Analysis, Data Visualization (DataViz), R Markdown, Rstudio","Data Science, Computer Science, Mathematics, Statistics",data analysis with r programming this course is the seventh course in the google data analytics certificate. these courses will equip you with the skills needed to apply to introductory-level data analyst jobs. in this course you ll learn about the programming language known as r. you ll find out how to use rstudio the environment that allows you to work with r. this course will also cover the software applications and tools that are unique to r such as r packages. you ll discover how r lets you clean organize analyze visualize and report data in new and more powerful ways. current google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources. data science unknown coursera course r programming data analysis data visualization dataviz r markdown rstudio data science computer science mathematics statistics
Data Analysis with R Specialization,https://www.coursera.org/specializations/statistics,"Master Data Analysis with R. Statistical mastery of data analysis including basic data visualization, statistical testing and inference, and linear modeling",Data Science,Unknown,4.7,Coursera,Specialization,"Statistics, R Programming, Rstudio, Exploratory Data Analysis, Statistical Inference, Statistical Hypothesis Testing, Linear Regression, Regression Analysis","Data Science, Computer Science, Mathematics, Statistics",data analysis with r specialization master data analysis with r. statistical mastery of data analysis including basic data visualization statistical testing and inference and linear modeling data science unknown coursera specialization statistics r programming rstudio exploratory data analysis statistical inference statistical hypothesis testing linear regression regression analysis data science computer science mathematics statistics
Data Analytics in Accounting Capstone,https://www.coursera.org/learn/accounting-data-analytics-capstone?specialization=accounting-data-analytics,"This capstone is the last course in the Data Analytics in Accountancy Specialization. In this capstone course, you are going to take the knowledge and skills you have acquired from the previous courses and apply them to a real-world problem.",Data Science,Unknown,,Coursera,Course,"Data Analysis, Python Programming, Machine Learning, Data Visualization (DataViz)","Data Science, Computer Science, Mathematics, Statistics",data analytics in accounting capstone this capstone is the last course in the data analytics in accountancy specialization. in this capstone course you are going to take the knowledge and skills you have acquired from the previous courses and apply them to a real-world problem. data science unknown coursera course data analysis python programming machine learning data visualization dataviz data science computer science mathematics statistics
